,JPN,USA,FRA,ITA,DEU,ESP,KOR,SCH,TCH
853,かかとおとし,Axe Kick,Talon-Marteau,Calcio ad Ascia,Fersenkick,Patada Hacha,발꿈치찍기,下压踢,下壓踢
854,おはかまいり,Last Respects,Hommage Posthume,Omaggio ai KO,Letzte Ehre,Homenaje Póstumo,성묘,扫墓,掃墓
855,ルミナコリジョン,Lumina Crash,Lumino-Impact,Fotocollisione,Lichteinschlag,Fotocolisión,루미나콜리전,琉光冲激,琉光衝激
856,いっちょうあがり,Order Up,Plat du Jour,Alta Cucina,Auftischen,Oído Cocina,한판내기,上菜,上菜
857,ジェットパンチ,Jet Punch,Poing Sonique,Pugnojet,Düsenhieb,Puño Jet,제트펀치,喷射拳,噴射拳
858,ハバネロエキス,Spicy Extract,Habanerage,Essenza Piccante,Chili-Essenz,Extracto Picante,하바네로엑기스,辣椒精华,辣椒精華
859,ホイールスピン,Spin Out,Dérapage,Slittaruote,Reifendrehung,Quemarrueda,휠스핀,疾速转轮,疾速轉輪
860,ネズミざん,Population Bomb,Prolifération,Infestazione,Mäuseplage,Proliferación,찍찍베기,鼠数儿,鼠數兒
861,アイススピナー,Ice Spinner,Cryo-Pirouette,Vortighiaccio,Eiskreisel,Pirueta Helada,아이스스피너,冰旋,冰旋
862,きょけんとつげき,Glaive Rush,Charge Glaive,Spadoncarica,Großklingenstoß,Asalto Espadón,대검돌격,巨剑突击,巨劍突擊
863,さいきのいのり,Revival Blessing,Second Souffle,Preghiera Vitale,Vitalsegen,Plegaria Vital,회생의기도,复生祈祷,復生祈禱
864,しおづけ,Salt Cure,Salaison,Sotto Sale,Pökelsalz,Salazón,소금절이,盐腌,鹽醃
865,トリプルダイブ,Triple Dive,Triple Plongeon,Triplo Tuffo,Tauchtriade,Triple Inmersión,트리플다이브,三连钻,三連鑽
866,キラースピン,Mortal Spin,Toupie Éclat,Glitturbine,Letalwirbler,Giro Mortífero,킬러스핀,晶光转转,晶光轉轉
867,うつしえ,Doodle,Décalquage,Ricalco,Abpausen,Decalcomanía,베껴그리기,描绘,描繪
868,みをけずる,Fillet Away,Décharnement,Alleggerimento,Abspaltung,Deslome,제살깎기,甩肉,甩肉
869,ドゲザン,Kowtow Cleave,Génusection,Genufendente,Kniefallspalter,Genufendiente,도각참,仆刀,仆斬
870,トリックフラワー,Flower Trick,Magie Florale,Prestigiafiore,Blumentrick,Truco Floral,트릭플라워,千变万花,千變萬花
871,フレアソング,Torch Song,Chant Flamboyant,Canzone Ardente,Loderlied,Canto Ardiente,플레어송,闪焰高歌,閃焰高歌
872,アクアステップ,Aqua Step,Danse Aquatique,Idroballetto,Wogentanz,Danza Acuática,아쿠아스텝,流水旋舞,流水旋舞
873,レイジングブル,Raging Bull,Taurogne,Scatenatoro,Rasender Stier,Furia Taurina,레이징불,怒牛,怒牛
874,ゴールドラッシュ,Make It Rain,Ruée d'Or,Corsa all'Oro,Goldrausch,Fiebre Dorada,골드러시,淘金潮,淘金潮
875,サイコブレイド,Psyblade,Lame Psychique,Psicolama,Psychoschneide,Psicohojas,사이코블레이드,精神剑,精神劍
876,ハイドロスチーム,Hydro Steam,Hydrovapeur,Idrovapore,Hydrodampf,Hidrovapor,하이드로스팀,水蒸气,水蒸氣
877,カタストロフィ,Ruination,Cataclysme,Catastrofe,Verderben,Calamidad,카타스트로피,大灾难,大災難
878,アクセルブレイク,Collision Course,Nitro Crash,Turboschianto,Kollisionskurs,Nitrochoque,액셀브레이크,全开猛撞,全開猛撞
879,イナズマドライブ,Electro Drift,Turbo Volt,Fulmiscatto,Blitztour,Electroderrape,라이트닝드라이브,闪电猛冲,閃電猛衝
880,しっぽきり,Shed Tail,Queulonage,Tagliacoda,Schwanzabwurf,Autotomía,꼬리자르기,断尾,斷尾
881,さむいギャグ,Chilly Reception,Neigeux de Mots,Freddura,Eisige Stimmung,Fría Acogida,썰렁개그,冷笑话,冷笑話
882,おかたづけ,Tidy Up,Grand Nettoyage,Pulizie,Aufräumen,Limpieza General,정리정돈,大扫除,大掃除
883,ゆきげしき,Snowscape,Chute de Neige,Vista Innevata,Schneelandschaft,Paisaje Nevado,설경,雪景,雪景
884,とびつく,Pounce,Bond,Balzo,Anspringen,Brinco,달려들기,虫扑,蟲撲
885,くさわけ,Trailblaze,Désherbaffe,Apripista,Wegbereiter,Abrecaminos,개척하기,起草,起草
886,ひやみず,Chilling Water,Douche Froide,Doccia Fredda,Kalte Dusche,Agua Fría,찬물끼얹기,泼冷水,潑冷水
887,ハイパードリル,Hyper Drill,Hyperceuse,Ipertrapano,Hyperbohrer,Hipertaladro,하이퍼드릴,强力钻,強力鑽
888,ツインビーム,Twin Beam,Double Laser,Doppioraggio,Doppelstrahl,Láser Doble,트윈빔,双光束,雙光束
889,ふんどのこぶし,Rage Fist,Poing de Colère,Pugno Furibondo,Zornesfaust,Puño Furia,분노의주먹,愤怒之拳,憤怒之拳
890,アーマーキャノン,Armor Cannon,Canon Blindé,Corazza Cannone,Rüstungskanone,Cañón Armadura,아머캐논,铠农炮,鎧農炮
891,むねんのつるぎ,Bitter Blade,Lame en Peine,Lama del Rimorso,Reueschwert,Espada Lamento,원념의칼,悔念剑,悔念劍
892,でんこうそうげき,Double Shock,Double Décharge,Doppiolampo,Zweifachladung,Electropalmas,전광쌍격,电光双击,電光雙擊
893,デカハンマー,Gigaton Hammer,Marteau Mastoc,Granmartello,Riesenhammer,Martillo Colosal,거대해머,巨力锤,巨力錘
894,ほうふく,Comeuppance,Vindicte,Ritorsione,Vendetta,Resarcimiento,앙갚음,复仇,復仇
895,アクアカッター,Aqua Cutter,Tranch'Aqua,Idrotaglio,Aquaschnitt,Tajo Acuático,아쿠아커터,水波刀,水波刀
896,バーンアクセル,Blazing Torque,Crash Brûlant,Turboustione,Hitzeturbo,Pirochoque,번액셀,灼热暴冲,灼熱暴衝
897,ダークアクセル,Wicked Torque,Crash Obscur,Turbotenebra,Finsterturbo,Ominochoque,다크액셀,黑暗暴冲,黑暗暴衝
898,ポイズンアクセル,Noxious Torque,Crash Toxique,Turbotossina,Toxiturbo,Ponzochoque,포이즌액셀,剧毒暴冲,劇毒暴衝
899,ファイトアクセル,Combat Torque,Crash Musclé,Turborissa,Raufturbo,Pugnachoque,파이트액셀,格斗暴冲,格鬥暴衝
900,マジカルアクセル,Magical Torque,Crash Magique,Turboincanto,Zauberturbo,Feerichoque,매지컬액셀,魔法暴冲,魔法暴衝
901,ブラッドムーン,Blood Moon,Lune Rouge,Luna Rossa,Blutmond,Luna Roja,블러드문,血月,血月
902,シャカシャカほう,Matcha Gotcha,Mortier Matcha,Spruzzatè,Quirlschuss,Cañón Batidor,휘적휘적포,刷刷茶炮,刷刷茶炮
903,みずあめボム,Syrup Bomb,Bombe au Sirop,Bomba Sciroppata,Sirupbombe,Bomba Caramelo,시럽봄,糖浆炸弹,糖漿炸彈
904,ツタこんぼう,Ivy Cudgel,Massue Liane,Clava di Liane,Rankenkeule,Garrote Liana,덩굴방망이,棘藤棒,棘藤棒
905,エレクトロビーム,Electro Shot,Fulgurayon,Elettroraggio,Stromstrahl,Electrorrayo,일렉트로빔,电光束,電光束
906,テラクラスター,Tera Starstorm,Pluie Térastrale,Teracluster,Tera-Sternhagel,Teraclúster,테라클러스터,晶光星群,晶光星群
907,きまぐレーザー,Fickle Beam,Laser Hasard,Irregolaser,Launenlaser,Láser Veleidoso,변덕레이저,随机光,隨機光
908,かえんのまもり,Burning Bulwark,Rempart Brûlant,Egida Ignea,Flammenschild,Llama Protectora,화염의수호,火焰守护,火焰守護
909,じんらい,Thunderclap,Vif Éclair,Saetta,Sturmblitz,Relámpago Súbito,질풍신뢰,迅雷,迅雷
910,パワフルエッジ,Mighty Cleave,Lame Puissante,Taglio Poderoso,Wuchtklinge,Filo Potente,파워풀에지,强刃攻击,強刃攻擊
911,タキオンカッター,Tachyon Cutter,Lame Tachyonique,Tachiontaglio,Tachyon-Schnitt,Tajo Taquión,타키온커터,迅子利刃,迅子利刃
912,ハードプレス,Hard Press,Pression Extrême,Pressa d'Acciaio,Stahlpresse,Prensa Metálica,하드프레스,硬压,硬壓
913,ドラゴンエール,Dragon Cheer,Cri Draconique,Grido del Drago,Drachenschrei,Bramido Dragón,드래곤옐,龙声鼓舞,龍聲鼓舞
914,みわくのボイス,Alluring Voice,Voix Envoûtante,Ammaliavoce,Lockstimme,Canto Encantador,매혹의보이스,魅诱之声,魅誘之聲
915,やけっぱち,Temper Flare,Indignition,Rabbia Bruciante,Frustflamme,Cólera Ardiente,열불내기,豁出去,豁出去
916,サンダーダイブ,Supercell Slam,Volt Assaut,Elettrotuffo,Donnerstoß,Plancha Voltaica,썬더다이브,闪电强袭,閃電強襲
917,サイコノイズ,Psychic Noise,Dissonance Psy,Psicorumore,Psycholärm,Psicorruido,사이코노이즈,精神噪音,精神噪音
918,はやてがえし,Upper Hand,Prio-Parade,Colpo di Mano,Schnellkonter,Palma Rauda,기선제압,快手还击,快手還擊
919,じゃどくのくさり,Malignant Chain,Chaîne Malsaine,Intossicatena,Giftkettung,Cadena Virulenta,악독사슬,邪毒锁链,邪毒鎖鏈
